ID,description
267,Tulsa
268,Amarillo
269,Fremont
270,Worcester
271,Anaheim
272,Escondido
273,Cincinnati
274,Richmond
275,Long Beach
276,Detroit
277,Miami
278,Cincinnati
279,Orlando
280,Irving
281,Salem
282,Portland
283,Reno
284,Escondido
285,Louisville
286,Bucharest
287,Charlotte
288,Huntsville
289,Berlin
290,Houston
291,Milano
292,Jacksonville
293,San Francisco
294,Lincoln
295,Atlanta
296,New Orleans
297,Bucharest
298,Reno
299,Bellevue
300,Lyon
301,Quebec
302,Tallahassee
303,Tulsa
304,Houston
305,Los Angeles
306,Toledo
307,El Paso
308,Anaheim
309,Bellevue
310,Lyon
311,Bridgeport
312,Honolulu
313,Berlin
314,Milwaukee
315,Albuquerque
316,Tulsa
317,Wien
318,Garland
319,Dallas
320,Valetta
321,Kansas City
322,Anaheim
323,Milwaukee
324,Philadelphia
325,Toledo
326,San Bernardino
327,Charlotte
328,Phoenix
329,Sacramento
330,Baltimore
331,Detroit
332,Los Angeles
333,San Diego
334,Miami
335,Irving
336,Venice
337,Escondido
338,Venice
339,Tulsa
340,Washington
341,Stockton
342,Garland
343,Houston
344,Honolulu
345,Salt Lake City
346,Saint Paul
347,San Bernardino
348,Long Beach
349,Portland
350,Fullerton
351,Chicago
352,Otawa
353,Fayetteville
354,Houston
355,Hayward
356,Madrid
357,Jersey City
358,Phoenix
359,Irving
360,El Paso
361,Bellevue
362,Kansas City
363,Las Vegas
364,Seattle
365,Bellevue
366,Charlotte
367,Minneapolis
368,Orlando
369,Seattle
370,Tallahassee
371,Arlington
372,Salt Lake City
373,Moreno Valley
374,Washington
375,Escondido
376,New York
377,San Bernardino
378,Fort Lauderdale
379,Houston
380,Atlanta
381,Bucharest
382,Saint Paul
383,Detroit
384,Otawa
385,Nashville
386,Richmond
387,Sacramento
388,Santa Ana
389,Dallas
390,Tallahassee
391,Oakland
392,Columbus
393,Tallahassee
394,Sacramento
395,Richmond
396,Berlin
397,Long Beach
398,Madrid
399,Cincinnati
400,Rochester
401,Jersey City
402,San Jose
403,Fullerton
404,San Diego
405,Otawa
406,Seattle
407,Amarillo
408,Moreno Valley
409,Chicago
410,Berlin
411,Rome
412,Stockton
413,Charlotte
414,Laredo
415,El Paso
416,Worcester
417,San Francisco
418,Arlington
419,Wien
420,Lyon
421,Memphis
422,San Diego
423,Portland
424,Bakersfield
425,Omaha
426,Sacramento
427,Portland
428,Bakersfield
429,Bellevue
430,Seattle
431,Worcester
432,Madison
433,Valetta
434,Omaha
435,Jersey City
436,Columbus
437,Fremont
438,Escondido
439,Quebec
440,Amarillo
441,Boston
442,New York
443,Nashville
444,Los Angeles
445,Prague
446,Scottsdale
447,Phoenix
448,Bakersfield
449,Jacksonville
450,Scottsdale
451,San Diego
452,Wien
453,Washington
454,Reno
455,Huntsville
456,Otawa
457,Worcester
458,Philadelphia
459,Hollywood
460,Milwaukee
461,Tulsa
462,Detroit
463,Saint Paul
464,Salt Lake City
465,Long Beach
466,Wien
467,Reno
468,San Francisco
469,Huntsville
470,Escondido
471,Amarillo
472,Fayetteville
473,Arlington
474,Stockton
475,San Antonio
476,San Francisco
477,Innsbruck
478,Toledo
479,Zurich
480,Norfolk
481,Hollywood
482,Cincinnati
483,Washington
484,Scottsdale
485,Hayward
486,Murfreesboro
487,Denver
488,Otawa
489,Dallas
490,Tulsa
491,Milwaukee
492,Houston
493,Garland
494,Norfolk
495,San Jose
496,San Francisco
497,Nashville
498,Kansas City
499,San Jose
500,Pittsburgh
501,Lakewood
502,Washington
503,Laredo
504,Milano
505,Dallas
506,Chicago
507,Baltimore
508,Boston
509,Berlin
510,Worcester
511,Miami
512,Chicago
513,Murfreesboro
514,Quebec
515,Tokyo
516,Hayward
517,Rome
518,Quebec
519,Garland
520,Hayward
521,Berlin
522,Lyon
523,Cincinnati
524,Madrid
525,Jersey City
526,Paris
527,Jacksonville
528,Escondido
529,Cincinnati
530,Berna
531,Tokyo
532,Tokyo
533,Otawa
534,Irving
535,Salt Lake City
536,Irving
537,San Diego
538,Portland
539,Amarillo
540,Long Beach
541,Cincinnati
542,Amarillo
543,Santa Ana
544,Wien
545,Toledo
546,San Diego
547,Jersey City
548,Escondido
549,Huntsville
550,Worcester
551,Glendale
552,St. Louis
553,New York
554,Scottsdale
555,Colorado Springs
556,Philadelphia
557,Saint Paul
558,Colorado Springs
559,Jersey City
560,Orlando
561,Oakland
562,Oklahoma City
563,Chicago
564,Orlando
565,New Orleans
566,Valetta
567,Santa Ana
568,Detroit
569,New York
570,London
571,Arlington
572,Oakland
573,Fayetteville
574,Fullerton
575,Bakersfield
576,Las Vegas
577,Salem
578,Sacramento
579,Garland
580,Otawa
581,Huntsville
582,Chicago
583,San Francisco
584,Richmond
585,Lancaster
586,Los Angeles
587,Denver
588,Salt Lake City
589,Honolulu
590,Jersey City
591,Fayetteville
592,Jacksonville
593,Scottsdale
594,Chicago
595,Fremont
596,Boston
597,Orlando
598,Washington
599,Rome
600,Phoenix
601,Jacksonville
602,San Jose
603,Madrid
604,San Diego
605,Nashville
606,Fort Lauderdale
607,Innsbruck
608,Amarillo
609,Milano
610,San Antonio
611,Fremont
612,Amarillo
613,Chicago
614,Tulsa
615,Rome
616,Albuquerque
617,Richmond
618,Long Beach
619,San Bernardino
620,Baltimore
621,Arlington
622,Phoenix
623,Fullerton
624,Sacramento
625,St. Louis
626,Milano
627,Stockton
628,Scottsdale
629,Long Beach
630,El Paso
631,Oklahoma City
632,Berlin
633,Fort Lauderdale
634,Anaheim
635,Huntsville
636,Rome
637,Bakersfield
638,Baltimore
639,Detroit
640,Chicago
641,Atlanta
642,Kansas City
643,Anaheim
644,Ontario
645,Lancaster
646,Fort Lauderdale
647,Escondido
648,Milwaukee
649,Venice
650,Valetta
651,Wien
652,Fort Lauderdale
653,Orlando
654,Cincinnati
655,Valetta
656,Toledo
657,Indianapolis
658,Cincinnati
659,Jersey City
660,Hayward
661,Lyon
662,Sacramento
663,Columbus
664,Columbus
665,St. Louis
666,Reno
667,San Antonio
668,Philadelphia
669,Anaheim
670,Quebec
671,Stockton
672,Zurich
673,Chicago
674,London
675,St. Louis
676,Wien
677,Lincoln
678,El Paso
679,Lincoln
680,Laredo
681,Kansas City
682,Ontario
683,Fremont
684,Huntsville
685,Hayward
686,Seattle
687,Berna
688,Valetta
689,Boston
690,Glendale
691,Toledo
692,London
693,Tulsa
694,Lisbon
695,Orlando
696,Glendale
697,Saint Paul
698,Lyon
699,Jacksonville
700,Honolulu
701,Long Beach
702,Louisville
703,Louisville
704,Venice
705,Escondido
706,Reno
707,Bridgeport
708,Ontario
709,Springfield
710,Zurich
711,Tokyo
712,San Diego
713,Phoenix
714,Ontario
715,Lancaster
716,Huntsville
717,Lisbon
718,Phoenix
719,Colorado Springs
720,Huntsville
721,Tallahassee
722,San Jose
723,Sacramento
724,Colorado Springs
725,Berlin
726,Prague
727,Baltimore
728,Miami
729,Charlotte
730,Orlando
731,Madison
732,Milwaukee
733,Salt Lake City
734,Richmond
735,Detroit
736,Colorado Springs
737,Irving
738,Phoenix
739,Dallas
740,Salt Lake City
741,Cincinnati
742,San Francisco
743,Hollywood
744,Philadelphia
745,Baltimore
746,New Orleans
747,Oakland
748,Madison
749,Louisville
750,New Orleans
751,Hayward
752,Berlin
753,Innsbruck
754,Glendale
755,Anaheim
756,Huntsville
757,Houston
758,Fremont
759,Tokyo
760,Tulsa
761,Berlin
762,Rochester
763,Bellevue
764,Fullerton
765,Lakewood
766,Quebec
767,Berna
768,Murfreesboro
769,Innsbruck
770,Portland
771,Arlington
772,Minneapolis
773,Tokyo
774,Irving
775,Boston
776,Berlin
777,Louisville
778,Baltimore
779,Hollywood
780,London
781,Tokyo
782,Long Beach
783,Tokyo
784,London
785,Dallas
786,San Diego
787,Baltimore
788,Arlington
789,New Orleans
790,Berlin
791,Lisbon
792,Milwaukee
793,Dallas
794,Bakersfield
795,Kansas City
796,Rome
797,Rochester
798,Lisbon
799,Hollywood
800,Baltimore
801,Toledo
802,Paris
803,Innsbruck
804,Saint Paul
805,Arlington
806,Madison
807,Lakewood
808,Omaha
809,Anaheim
810,Oakland
811,Murfreesboro
812,Las Vegas
813,Bridgeport
814,Irving
815,Oklahoma City
816,Worcester
817,Richmond
818,Santa Ana
819,Washington
820,Washington
821,Kansas City
822,Laredo
823,Hollywood
824,Washington
825,San Antonio
826,Salem
827,Oakland
828,Amarillo
829,Madison
830,Pittsburgh
831,Reno
832,San Jose
833,San Antonio
834,Paris
835,Escondido
836,San Bernardino
837,Bakersfield
838,Miami
839,Stockton
840,Bellevue
841,Phoenix
842,Innsbruck
843,Bridgeport
844,Portland
845,San Jose
846,Wien
847,London
848,Norfolk
849,Saint Paul
850,Fremont
851,Seattle
852,Valetta
853,Oakland
854,Sacramento
855,Saint Paul
856,Berlin
857,Kansas City
858,Berlin
859,Santa Ana
860,Tokyo
861,Jacksonville
862,Huntsville
863,Bakersfield
864,Amarillo
865,Hollywood
866,Stockton
867,Richmond
868,Orlando
869,London
870,Sacramento
871,Chicago
872,Oakland
873,Phoenix
874,Richmond
875,Bridgeport
876,Las Vegas
877,Rome
878,Bellevue
879,Charlotte
880,Prague
881,Detroit
882,Cincinnati
883,Zurich
884,Glendale
885,Nashville
886,Nashville
887,Otawa
888,Richmond
889,Saint Paul
890,Seattle
891,Bridgeport
892,Paris
893,Irving
894,Fayetteville
895,Madrid
896,Prague
897,Fort Lauderdale
898,Oakland
899,Glendale
900,Tallahassee
901,New York
902,Charlotte
903,Saint Paul
904,Amarillo
905,Richmond
906,Irving
907,Los Angeles
908,San Diego
909,Lyon
910,Fremont
911,London
912,Tokyo
913,Bucharest
914,Tokyo
915,Rochester
916,Lincoln
917,Worcester
918,Memphis
919,Anaheim
920,Phoenix
921,Springfield
922,Quebec
923,Lakewood
924,Lyon
925,Quebec
926,Garland
927,Tokyo
928,Columbus
929,Houston
930,New York
931,Glendale
932,Portland
933,Washington
934,Dallas
935,Detroit
936,Huntsville
937,Fort Lauderdale
938,Louisville
939,Pittsburgh
940,Dallas
941,Worcester
942,Fort Lauderdale
943,Fort Lauderdale
944,Las Vegas
945,Hollywood
946,Lancaster
947,Paris
948,Fremont
949,El Paso
950,Minneapolis
951,Bellevue
952,El Paso
953,Ontario
954,Richmond
955,San Bernardino
956,New York
957,Tokyo
958,Scottsdale
959,Huntsville
960,San Bernardino
961,Fremont
962,Fort Lauderdale
963,Santa Ana
964,Salt Lake City
965,Santa Ana
966,San Diego
967,Reno
968,San Francisco
969,Rochester
970,Memphis
971,Berlin
972,Richmond
973,Omaha
974,Norfolk
975,Salt Lake City
976,Escondido
977,Philadelphia
978,Berlin
979,Lisbon
980,Madrid
981,Salt Lake City
982,Louisville
983,Reno
984,Louisville
985,Los Angeles
986,Fullerton
987,Prague
988,Bellevue
989,Santa Ana
990,Venice
991,Honolulu
992,San Diego
993,Chicago
994,Glendale
995,Lyon
996,Berna
997,Zurich
998,Milwaukee
999,Laredo
1000,Indianapolis
1001,New York
1002,Portland
1003,Indianapolis
1004,Fremont
1005,Springfield
1006,Quebec
1007,Nashville
1008,Bakersfield
1009,Lincoln
1010,Omaha
1011,Milwaukee
1012,Fort Lauderdale
1013,Omaha
1014,Tulsa
1015,Prague
1016,Albuquerque
1017,Springfield
1018,London
1019,Seattle
1020,Glendale
1021,Hayward
1022,Tulsa
1023,Omaha
1024,Jersey City
1025,Seattle
1026,San Francisco
1027,Phoenix
1028,Los Angeles
1029,Las Vegas
1030,Sacramento
1031,Amarillo
1032,Glendale
1033,Los Angeles
1034,Scottsdale
1035,Milano
1036,Tallahassee
1037,Norfolk
1038,Ontario
1039,Hollywood
1040,Los Angeles
1041,Dallas
1042,Dallas
1043,Stockton
1044,Salem
1045,Berlin
1046,Moreno Valley
1047,Hollywood
1048,Amarillo
1049,Toledo
1050,Santa Ana
1051,Lisbon
1052,Las Vegas
1053,Sacramento
1054,Long Beach
1055,Lancaster
1056,Zurich
1057,Arlington
1058,Rochester
1059,Arlington
1060,Fayetteville
1061,Long Beach
1062,Scottsdale
1063,Fort Lauderdale
1064,San Jose
1065,Anaheim
1066,Rochester
1067,San Jose
1068,Norfolk
1069,Wien
1070,Madison
1071,Innsbruck
1072,Minneapolis
1073,San Jose
1074,Dallas
1075,Kansas City
1076,Laredo
1077,Indianapolis
1078,Minneapolis
1079,Long Beach
1080,Lancaster
1081,London
1082,Los Angeles
1083,Dallas
1084,Laredo
1085,Dallas
1086,Norfolk
1087,Paris
1088,Valetta
1089,Las Vegas
1090,Fort Lauderdale
1091,Lyon
1092,Santa Ana
1093,Hayward
1094,Charlotte
1095,San Jose
1096,Wien
1097,Oklahoma City
1098,Reno
1099,Lancaster
1100,Reno
1101,Zurich
1102,Lyon
1103,Lakewood
1104,Anaheim
1105,San Diego
1106,Phoenix
1107,Worcester
1108,Lyon
1109,Henderson
1110,Berna
1111,Berlin
1112,Huntsville
1113,San Bernardino
1114,Bridgeport
1115,Otawa
1116,Saint Paul
1117,Amarillo
1118,Fullerton
1119,Moreno Valley
1120,Dallas
1121,Lyon
1122,Bucharest
1123,Quebec
1124,Huntsville
1125,Miami
1126,Miami
1127,Murfreesboro
1128,Chicago
1129,Jersey City
1130,Denver
1131,Irving
1132,Reno
1133,Los Angeles
1134,Lancaster
1135,Arlington
1136,San Francisco
1137,Philadelphia
1138,Lyon
1139,Anaheim
1140,Fullerton
1141,Valetta
1142,Bellevue
1143,Tallahassee
1144,Rome
1145,Albuquerque
1146,Ontario
1147,Amarillo
1148,Laredo
1149,Salem
1150,Baltimore
1151,Stockton
1152,Tulsa
1153,Las Vegas
1154,Las Vegas
1155,Oakland
1156,San Francisco
1157,Quebec
1158,Venice
1159,Bellevue
1160,Bakersfield
1161,Bellevue
1162,Bakersfield
1163,Jacksonville
1164,Hollywood
1165,Jacksonville
1166,Kansas City
1167,Kansas City
1168,Innsbruck
1169,London
1170,Long Beach
1171,Los Angeles
1172,Charlotte
1173,Minneapolis
1174,Baltimore
1175,Innsbruck
1176,Detroit
1177,Reno
1178,Madison
1179,Oakland
1180,Seattle
1181,Murfreesboro
1182,Zurich
1183,Memphis
1184,Berna
1185,Lisbon
1186,Henderson
1187,Moreno Valley
1188,Houston
1189,Berlin
1190,Berlin
1191,Zurich
1192,Charlotte
1193,San Bernardino
1194,Murfreesboro
1195,Baltimore
1196,Nashville
1197,San Jose
1198,Escondido
1199,Houston
1200,Lisbon
1201,El Paso
1202,Otawa
1203,Santa Ana
1204,Honolulu
1205,Fayetteville
1206,Rochester
1207,Boston
1208,Laredo
1209,Cincinnati
1210,San Bernardino
1211,Dallas
1212,New Orleans
1213,Innsbruck
1214,Baltimore
1215,Scottsdale
1216,San Antonio
1217,Detroit
1218,Long Beach
1219,Fullerton
1220,Dallas
1221,Miami
1222,Indianapolis
1223,Washington
1224,Madison
1225,Norfolk
1226,San Antonio
1227,Fayetteville
1228,Hayward
1229,Bucharest
1230,Huntsville
1231,Miami
1232,Indianapolis
1233,Reno
1234,Pittsburgh
1235,Milano
1236,Hayward
1237,Omaha
1238,San Francisco
1239,Seattle
1240,Glendale
1241,Charlotte
1242,Worcester
1243,Tokyo
1244,Wien
1245,Tallahassee
1246,Hayward
1247,Pittsburgh
1248,Wien
1249,Amarillo
1250,Hollywood
1251,Orlando
1252,Fayetteville
1253,Long Beach
1254,Stockton
1255,Worcester
1256,Miami
1257,London
1258,Nashville
1259,Charlotte
1260,Arlington
1261,Stockton
1262,Madrid
1263,Laredo
1264,Santa Ana
1265,San Jose
1266,Boston
1267,Hayward
1268,Tulsa
1269,St. Louis
1270,Houston
1271,Jersey City
1272,Chicago
1273,Fullerton
1274,Henderson
1275,Cincinnati
1276,Lakewood
1277,Madrid
1278,Memphis
1279,Kansas City
1280,Richmond
1281,Henderson
1282,Lyon
1283,Lakewood
1284,Lyon
1285,Orlando
1286,Madrid
1287,Bakersfield
1288,Saint Paul
1289,Stockton
1290,Milwaukee
1291,Berna
1292,Jersey City
1293,Berna
1294,Salt Lake City
1295,Cincinnati
1296,Rome
1297,Valetta
1298,Memphis
1299,Sacramento
1300,Wien
1301,Bucharest
1302,Fort Lauderdale
1303,Moreno Valley
1304,Laredo
1305,Los Angeles
1306,Hollywood
1307,Salt Lake City
1308,Kansas City
1309,San Jose
1310,Otawa
1311,Wien
1312,Stockton
1313,Stockton
1314,Houston
1315,Denver
1316,Bakersfield
1317,Murfreesboro
1318,Bellevue
1319,Washington
1320,Lyon
1321,Salt Lake City
1322,Salem
1323,Indianapolis
1324,Tallahassee
1325,Washington
1326,Quebec
1327,Tokyo
1328,San Bernardino
1329,Valetta
1330,Rochester
1331,Madison
1332,Fort Lauderdale
1333,Saint Paul
1334,Fort Lauderdale
1335,Bellevue
1336,Hollywood
1337,Arlington
1338,Otawa
1339,Tallahassee
1340,Chicago
1341,Escondido
1342,New York
1343,Kansas City
1344,Louisville
1345,Norfolk
1346,Washington
1347,Henderson
1348,Pittsburgh
1349,Las Vegas
1350,Anaheim
1351,Lyon
1352,Innsbruck
1353,Huntsville
1354,Bridgeport
1355,Fullerton
1356,Jacksonville
1357,Otawa
1358,Madison
1359,San Bernardino
1360,Los Angeles
1361,Amarillo
1362,Jersey City
1363,Baltimore
1364,Kansas City
1365,Salem
1366,Charlotte
1367,Murfreesboro
1368,Norfolk
1369,Saint Paul
1370,Richmond
1371,Glendale
1372,Hayward
1373,El Paso
1374,Detroit
1375,Los Angeles
1376,Boston
1377,Lisbon
1378,Lyon
1379,Garland
1380,Bucharest
1381,Lakewood
1382,San Francisco
1383,Honolulu
1384,Colorado Springs
1385,Paris
1386,Salem
1387,Boston
1388,Venice
1389,Laredo
1390,Madrid
1391,Escondido
1392,Santa Ana
1393,Detroit
1394,Tulsa
1395,New Orleans
1396,Milwaukee
1397,Bakersfield
1398,Quebec
1399,Paris
1400,Lincoln
1401,San Antonio
1402,Denver
1403,Toledo
1404,San Antonio
1405,Santa Ana
1406,Kansas City
1407,San Francisco
1408,Toledo
1409,Berlin
1410,Moreno Valley
1411,Moreno Valley
1412,Pittsburgh
1413,Paris
1414,San Bernardino
1415,San Bernardino
1416,Scottsdale
1417,Zurich
1418,Lisbon
1419,Lisbon
1420,Quebec
1421,Reno
1422,Omaha
1423,San Antonio
1424,Boston
1425,Philadelphia
1426,Tokyo
1427,Norfolk
1428,Long Beach
1429,St. Louis
1430,Otawa
1431,Salt Lake City
1432,Lisbon
1433,Glendale
1434,Jersey City
1435,Rochester
1436,Los Angeles
1437,Arlington
1438,Ontario
1439,Bucharest
1440,Hollywood
1441,Lakewood
1442,Henderson
1443,Milwaukee
1444,Springfield
1445,Fremont
1446,Columbus
1447,Lancaster
1448,Hollywood
1449,Otawa
1450,Venice
1451,Phoenix
1452,Ontario
1453,Hollywood
1454,Paris
1455,Minneapolis
1456,Innsbruck
1457,Minneapolis
1458,Lakewood
1459,Venice
1460,Prague
1461,Albuquerque
1462,Lisbon
1463,Colorado Springs
1464,Boston
1465,Dallas
1466,Los Angeles
1467,Detroit
1468,Huntsville
1469,Irving
1470,Henderson
1471,Washington
1472,Arlington
1473,Lisbon
1474,Tokyo
1475,Henderson
1476,Saint Paul
1477,Rome
1478,Madrid
1479,Worcester
1480,Memphis
1481,Springfield
1482,Hollywood
1483,Dallas
1484,Zurich
1485,Lisbon
1486,Milwaukee
1487,Tokyo
1488,Bridgeport
1489,Berlin
1490,Venice
1491,Madrid
1492,Madrid
1493,Fort Lauderdale
1494,Jersey City
1495,Houston
1496,Detroit
1497,Minneapolis
1498,Portland
1499,Colorado Springs
1500,New York
1501,Houston
1502,Phoenix
1503,Nashville
1504,Worcester
1505,Fremont
1506,Louisville
1507,Lincoln
1508,Amarillo
1509,Lincoln
1510,Moreno Valley
1511,Oakland
1512,Fullerton
1513,St. Louis
1514,Otawa
1515,Washington
1516,Innsbruck
1517,Madrid
1518,Indianapolis
1519,Rochester
1520,Columbus
1521,Otawa
1522,Kansas City
1523,Lisbon
1524,Cincinnati
1525,Los Angeles
1526,Huntsville
1527,Fort Lauderdale
1528,Colorado Springs
1529,Escondido
1530,Escondido
1531,Jersey City
1532,Oakland
1533,Columbus
1534,Irving
1535,Atlanta
1536,Moreno Valley
1537,Irving
1538,Fayetteville
1539,Reno
1540,Columbus
1541,Hollywood
1542,Bakersfield
1543,Saint Paul
1544,Bellevue
1545,Innsbruck
1546,Springfield
1547,Toledo
1548,Indianapolis
1549,Huntsville
1550,Murfreesboro
1551,Orlando
1552,Berlin
1553,Fremont
1554,Laredo
1555,Boston
1556,San Diego
1557,Bridgeport
1558,Saint Paul
1559,Glendale
1560,Oakland
1561,Tallahassee
1562,Arlington
1563,Sacramento
1564,Jacksonville
1565,Atlanta
1566,Bucharest
1567,San Francisco
1568,Fremont
1569,Kansas City
1570,Omaha
1571,Omaha
1572,Nashville
1573,Reno
1574,Scottsdale
1575,Anaheim
1576,Columbus
1577,Columbus
1578,Philadelphia
1579,Chicago
1580,Nashville
1581,Glendale
1582,Otawa
1583,Detroit
1584,Houston
1585,Hayward
1586,Long Beach
1587,Ontario
1588,Springfield
1589,Orlando
1590,Amarillo
1591,Bakersfield
1592,Ontario
1593,Salem
1594,Quebec
1595,Washington
1596,Reno
1597,Indianapolis
1598,Portland
1599,Sacramento
1600,Jersey City
1601,Fayetteville
1602,Orlando
1603,Innsbruck
1604,San Francisco
1605,Fullerton
1606,Denver
1607,Kansas City
1608,Tokyo
1609,San Diego
1610,Lancaster
1611,Venice
1612,Colorado Springs
1613,Stockton
1614,Rome
1615,Lakewood
1616,Worcester
1617,Louisville
1618,New York
1619,Fullerton
1620,Laredo
1621,Charlotte
1622,Huntsville
1623,Bellevue
1624,Memphis
1625,Orlando
1626,Chicago
1627,Toledo
1628,Oakland
1629,Arlington
1630,New York
1631,Bellevue
1632,Colorado Springs
1633,Boston
1634,Salem
1635,Innsbruck
1636,London
1637,Orlando
1638,Milano
1639,Baltimore
1640,Irving
1641,Fort Lauderdale
1642,Tokyo
1643,Lakewood
1644,San Bernardino
1645,Bucharest
1646,Washington
1647,Fullerton
1648,Oakland
1649,Fort Lauderdale
1650,Prague
1651,Garland
1652,New Orleans
1653,Philadelphia
1654,Milano
1655,Washington
1656,Denver
1657,Garland
1658,Norfolk
1659,New York
1660,Madison
1661,Wien
1662,Milano
1663,Colorado Springs
1664,Bridgeport
1665,Berna
1666,Bellevue
1667,Worcester
1668,El Paso
1669,Escondido
1670,Milano
1671,Stockton
1672,Huntsville
1673,Bakersfield
1674,Escondido
1675,Milwaukee
1676,El Paso
1677,Lincoln
1678,St. Louis
1679,Arlington
1680,Denver
1681,Rome
1682,Madrid
1683,Worcester
1684,Murfreesboro
1685,Columbus
1686,Anaheim
1687,Berlin
1688,Reno
1689,Berlin
1690,Toledo
1691,Toledo
1692,Chicago
1693,Scottsdale
1694,Washington
1695,Lancaster
1696,Bridgeport
1697,Memphis
1698,Albuquerque
1699,Louisville
1700,Portland
1701,Prague
1702,Ontario
1703,Louisville
1704,Dallas
1705,Fremont
1706,San Francisco
1707,Indianapolis
1708,Scottsdale
1709,Miami
1710,Berna
1711,Bakersfield
1712,Hollywood
1713,Reno
1714,Moreno Valley
1715,Venice
1716,Phoenix
1717,Berlin
1718,Arlington
1719,Lincoln
1720,Hayward
1721,Memphis
1722,San Bernardino
1723,Norfolk
1724,Kansas City
1725,Valetta
1726,Fremont
1727,Zurich
1728,Colorado Springs
1729,Phoenix
1730,Madrid
1731,Anaheim
1732,Portland
1733,Honolulu
1734,Berna
1735,Valetta
1736,Miami
1737,Las Vegas
1738,Huntsville
1739,El Paso
1740,Innsbruck
1741,Paris
1742,Long Beach
1743,Arlington
1744,Orlando
1745,Bucharest
